County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Sutter,2020,January,"44,200","40,000","4,200",9.4%
Sutter,2020,February,"44,900","40,800","4,100",9.2%
Sutter,2020,March,"46,300","40,300","6,000",13.0%
Sutter,2020,April,"45,500","37,100","8,400",18.4%
Sutter,2020,May,"44,400","37,500","6,800",15.4%
Sutter,2020,June,"45,600","39,700","5,900",13.0%
Sutter,2020,July,"45,500","40,000","5,500",12.1%
Sutter,2020,August,"44,800","40,400","4,400",9.9%
Sutter,2020,September,"44,300","40,000","4,200",9.6%
Sutter,2020,October,"43,700","39,900","3,900",8.8%
Sutter,2020,November,"43,100","39,000","4,100",9.5%
Sutter,2020,December,"43,100","38,600","4,500",10.5%
Sutter,2021,January,"42,800","37,900","4,900",11.4%
Sutter,2021,February,"43,300","38,200","5,100",11.8%
Sutter,2021,March,"43,400","38,400","5,000",11.5%
Sutter,2021,April,"44,000","39,300","4,700",10.6%
Sutter,2021,May,"44,200","40,000","4,200",9.5%
Sutter,2021,June,"45,100","40,500","4,600",10.2%
Sutter,2021,July,"44,900","40,800","4,100",9.1%
Sutter,2021,August,"44,700","41,000","3,700",8.3%
Sutter,2021,September,"44,900","41,700","3,200",7.1%
Sutter,2021,October,"44,400","41,300","3,100",6.9%
Sutter,2021,November,"43,700","40,600","3,200",7.2%
Sutter,2021,December,"43,600","40,300","3,300",7.6%
Sutter,2022,January,"43,400","39,400","4,000",9.3%
Sutter,2022,February,"44,000","40,100","3,900",8.8%
Sutter,2022,March,"44,400","40,800","3,600",8.0%
Sutter,2022,April,"44,000","40,900","3,200",7.2%
Sutter,2022,May,"44,700","41,900","2,800",6.2%
Sutter,2022,June,"45,000","42,100","2,900",6.5%
Sutter,2022,July,"45,000","42,300","2,700",6.0%
Sutter,2022,August,"45,400","42,700","2,600",5.8%
Sutter,2022,September,"44,900","42,500","2,400",5.4%
Sutter,2022,October,"44,800","42,100","2,600",5.9%
Sutter,2022,November,"43,600","40,500","3,100",7.1%
Sutter,2022,December,"43,900","40,500","3,400",7.7%
Sutter,2023,January,"43,300","39,100","4,100",9.6%
Sutter,2023,February,"44,300","39,900","4,300",9.8%
Sutter,2023,March,"44,500","40,100","4,500",10.0%
Sutter,2023,April,"44,400","40,600","3,700",8.4%
Sutter,2023,May,"44,900","41,300","3,600",8.0%
Sutter,2023,June,"45,600","42,000","3,600",7.8%
Sutter,2023,July,"45,700","42,300","3,300",7.3%
Sutter,2023,August,"46,000","42,900","3,200",6.9%
Sutter,2023,September,"45,700","42,800","2,900",6.3%
Sutter,2023,October,"45,300","42,200","3,100",6.8%
Sutter,2023,November,"44,700","41,400","3,300",7.4%
Sutter,2023,December,"44,600","40,700","3,900",8.8%
Sutter,2024,January,"44,500","40,000","4,500",10.0%
Sutter,2024,February,"45,300","40,600","4,800",10.5%
Sutter,2024,March,"45,600","41,000","4,600",10.1%
Sutter,2024,April,"45,300","41,300","4,000",8.9%
Sutter,2024,May,"45,600","41,800","3,800",8.3%
Sutter,2024,June,"46,300","42,300","4,000",8.6%
Sutter,2024,July,"46,500","42,500","4,000",8.5%
Sutter,2024,August,"46,500","43,000","3,600",7.7%
Sutter,2024,September,"46,200","43,000","3,100",6.8%
Sutter,2024,October,"46,100","42,900","3,200",7.0%
Sutter,2024,November,"45,600","42,000","3,600",7.9%
Sutter,2024,December,"45,500","41,500","4,000",8.9%
Tehama,2010,January,"26,070","21,690","4,390",16.8%
Tehama,2010,February,"25,970","21,510","4,460",17.2%
Tehama,2010,March,"25,690","21,170","4,520",17.6%
Tehama,2010,April,"25,730","21,610","4,120",16.0%
Tehama,2010,May,"25,660","21,840","3,820",14.9%
Tehama,2010,June,"26,260","22,390","3,870",14.7%
Tehama,2010,July,"24,570","20,590","3,980",16.2%
Tehama,2010,August,"25,450","21,550","3,900",15.3%
Tehama,2010,September,"25,750","22,040","3,710",14.4%
Tehama,2010,October,"26,140","22,570","3,570",13.7%
Tehama,2010,November,"26,170","22,320","3,850",14.7%
Tehama,2010,December,"25,580","21,710","3,880",15.2%
Tehama,2011,January,"25,850","21,690","4,170",16.1%
Tehama,2011,February,"25,530","21,460","4,070",15.9%
Tehama,2011,March,"25,550","21,430","4,120",16.1%
Tehama,2011,April,"25,000","21,130","3,870",15.5%
Tehama,2011,May,"25,000","21,300","3,700",14.8%
Tehama,2011,June,"25,450","21,510","3,930",15.5%
Tehama,2011,July,"25,070","21,090","3,980",15.9%
Tehama,2011,August,"25,070","21,160","3,910",15.6%
Tehama,2011,September,"25,550","21,940","3,610",14.1%
Tehama,2011,October,"26,290","22,830","3,450",13.1%
Tehama,2011,November,"25,730","22,290","3,440",13.4%
Tehama,2011,December,"25,650","22,060","3,580",14.0%
Tehama,2012,January,"25,420","21,600","3,820",15.0%
Tehama,2012,February,"25,120","21,220","3,900",15.5%
Tehama,2012,March,"24,940","21,060","3,890",15.6%
Tehama,2012,April,"24,890","21,250","3,630",14.6%
Tehama,2012,May,"24,840","21,430","3,410",13.7%
Tehama,2012,June,"25,390","21,790","3,600",14.2%
Tehama,2012,July,"25,000","21,340","3,660",14.6%
Tehama,2012,August,"24,990","21,590","3,400",13.6%
Tehama,2012,September,"25,530","22,450","3,080",12.1%
Tehama,2012,October,"26,010","22,970","3,040",11.7%
Tehama,2012,November,"25,190","22,170","3,020",12.0%
Tehama,2012,December,"24,860","21,650","3,210",12.9%
Tehama,2013,January,"25,160","21,670","3,490",13.9%
Tehama,2013,February,"24,880","21,550","3,330",13.4%
Tehama,2013,March,"24,710","21,520","3,200",12.9%
Tehama,2013,April,"24,610","21,640","2,970",12.1%
Tehama,2013,May,"24,830","22,010","2,820",11.4%
Tehama,2013,June,"25,230","22,140","3,090",12.2%
Tehama,2013,July,"24,980","21,960","3,020",12.1%
Tehama,2013,August,"25,300","22,470","2,820",11.2%
Tehama,2013,September,"25,590","22,930","2,660",10.4%
Tehama,2013,October,"25,670","23,060","2,620",10.2%
Tehama,2013,November,"24,850","22,240","2,610",10.5%
Tehama,2013,December,"24,500","21,920","2,590",10.6%
Tehama,2014,January,"25,070","22,220","2,850",11.4%
Tehama,2014,February,"25,030","22,150","2,880",11.5%
Tehama,2014,March,"25,030","22,160","2,870",11.5%
Tehama,2014,April,"24,820","22,360","2,460",9.9%
Tehama,2014,May,"25,030","22,720","2,300",9.2%
Tehama,2014,June,"25,230","22,780","2,440",9.7%
Tehama,2014,July,"24,780","22,210","2,570",10.4%
Tehama,2014,August,"25,030","22,660","2,380",9.5%
Tehama,2014,September,"25,480","23,340","2,140",8.4%
Tehama,2014,October,"25,710","23,640","2,070",8.0%
Tehama,2014,November,"25,050","22,930","2,120",8.5%
Tehama,2014,December,"24,560","22,370","2,190",8.9%
Tehama,2015,January,"24,990","22,580","2,410",9.6%
Tehama,2015,February,"24,760","22,480","2,280",9.2%
Tehama,2015,March,"24,780","22,600","2,180",8.8%
Tehama,2015,April,"24,800","22,830","1,970",7.9%
Tehama,2015,May,"24,940","23,000","1,930",7.7%
Tehama,2015,June,"25,190","23,180","2,010",8.0%
Tehama,2015,July,"24,820","22,730","2,090",8.4%
Tehama,2015,August,"25,230","23,320","1,910",7.6%
Tehama,2015,September,"25,720","23,980","1,740",6.8%
Tehama,2015,October,"25,700","23,990","1,710",6.6%
Tehama,2015,November,"24,860","23,090","1,770",7.1%
Tehama,2015,December,"24,570","22,730","1,830",7.5%
Tehama,2016,January,"25,460","23,390","2,070",8.1%
Tehama,2016,February,"25,730","23,740","1,990",7.7%
Tehama,2016,March,"25,720","23,680","2,030",7.9%
Tehama,2016,April,"25,700","23,870","1,830",7.1%
Tehama,2016,May,"25,810","24,180","1,630",6.3%
Tehama,2016,June,"26,090","24,210","1,880",7.2%
Tehama,2016,July,"25,820","23,870","1,950",7.5%
Tehama,2016,August,"26,310","24,490","1,830",6.9%
Tehama,2016,September,"27,020","25,390","1,630",6.0%
Tehama,2016,October,"26,770","25,210","1,560",5.8%
Tehama,2016,November,"26,130","24,560","1,570",6.0%
Tehama,2016,December,"25,660","23,950","1,710",6.7%
Tehama,2017,January,"26,110","24,080","2,030",7.8%
Tehama,2017,February,"26,210","24,200","2,010",7.7%
Tehama,2017,March,"26,370","24,470","1,900",7.2%
Tehama,2017,April,"26,120","24,410","1,710",6.6%
Tehama,2017,May,"26,210","24,660","1,550",5.9%
Tehama,2017,June,"26,610","24,900","1,710",6.4%
Tehama,2017,July,"26,400","24,660","1,750",6.6%
Tehama,2017,August,"26,630","24,960","1,670",6.3%
Tehama,2017,September,"27,060","25,640","1,420",5.2%
Tehama,2017,October,"27,420","26,130","1,290",4.7%
Tehama,2017,November,"26,540","25,230","1,320",5.0%
Tehama,2017,December,"26,060","24,660","1,400",5.4%
Tehama,2018,January,"26,250","24,580","1,660",6.3%
Tehama,2018,February,"26,560","24,880","1,680",6.3%
Tehama,2018,March,"26,260","24,570","1,690",6.4%
Tehama,2018,April,"26,170","24,700","1,480",5.6%
Tehama,2018,May,"26,230","24,930","1,300",5.0%
Tehama,2018,June,"26,500","25,000","1,500",5.7%
Tehama,2018,July,"26,280","24,730","1,560",5.9%
Tehama,2018,August,"26,350","24,890","1,450",5.5%
Tehama,2018,September,"26,740","25,450","1,290",4.8%
Tehama,2018,October,"27,040","25,780","1,260",4.7%
Tehama,2018,November,"26,450","25,170","1,290",4.9%
Tehama,2018,December,"26,230","24,730","1,500",5.7%
Tehama,2019,January,"26,500","24,620","1,880",7.1%
Tehama,2019,February,"26,550","24,810","1,750",6.6%
Tehama,2019,March,"26,420","24,680","1,750",6.6%
Tehama,2019,April,"26,150","24,700","1,450",5.6%
Tehama,2019,May,"26,320","25,040","1,280",4.9%
Tehama,2019,June,"26,600","25,140","1,460",5.5%
Tehama,2019,July,"26,460","24,930","1,530",5.8%
Tehama,2019,August,"26,560","25,130","1,430",5.4%
Tehama,2019,September,"27,110","25,920","1,190",4.4%
Tehama,2019,October,"27,180","25,950","1,230",4.5%
Tehama,2019,November,"26,830","25,600","1,230",4.6%
Tehama,2019,December,"26,380","25,060","1,320",5.0%
Tehama,2020,January,"27,030","25,350","1,680",6.2%
Tehama,2020,February,"27,200","25,600","1,600",5.9%
Tehama,2020,March,"27,350","25,100","2,250",8.2%
Tehama,2020,April,"26,260","22,450","3,810",14.5%
Tehama,2020,May,"25,420","22,300","3,120",12.3%
Tehama,2020,June,"26,570","23,820","2,750",10.4%
Tehama,2020,July,"26,360","23,750","2,620",9.9%
Tehama,2020,August,"26,810","24,630","2,180",8.1%
Tehama,2020,September,"26,890","24,800","2,090",7.8%
Tehama,2020,October,"27,000","25,120","1,880",7.0%
Tehama,2020,November,"26,360","24,430","1,940",7.4%
Tehama,2020,December,"26,170","24,110","2,060",7.9%
Tehama,2021,January,"26,220","24,050","2,170",8.3%
Tehama,2021,February,"26,380","24,130","2,250",8.5%
Tehama,2021,March,"26,450","24,250","2,200",8.3%
Tehama,2021,April,"26,310","24,270","2,040",7.8%
Tehama,2021,May,"26,460","24,610","1,840",7.0%
Tehama,2021,June,"26,730","24,640","2,090",7.8%
Tehama,2021,July,"26,410","24,430","1,980",7.5%
Tehama,2021,August,"26,940","25,110","1,840",6.8%
Tehama,2021,September,"26,880","25,310","1,570",5.8%
Tehama,2021,October,"27,050","25,550","1,500",5.5%
Tehama,2021,November,"26,470","25,050","1,420",5.4%
Tehama,2021,December,"26,180","24,830","1,350",5.1%
Tehama,2022,January,"26,620","25,010","1,610",6.0%
Tehama,2022,February,"26,640","25,160","1,480",5.6%
Tehama,2022,March,"26,690","25,360","1,330",5.0%
Tehama,2022,April,"26,140","24,970","1,170",4.5%
Tehama,2022,May,"26,470","25,410","1,060",4.0%
Tehama,2022,June,"26,500","25,260","1,240",4.7%
Tehama,2022,July,"25,970","24,710","1,250",4.8%
Tehama,2022,August,"27,010","25,740","1,270",4.7%
Tehama,2022,September,"26,970","25,840","1,130",4.2%
Tehama,2022,October,"27,120","25,950","1,180",4.3%
Tehama,2022,November,"26,560","25,300","1,270",4.8%
Tehama,2022,December,"26,350","25,060","1,290",4.9%
Tehama,2023,January,"26,460","24,860","1,600",6.0%
Tehama,2023,February,"26,790","25,150","1,640",6.1%
Tehama,2023,March,"27,030","25,340","1,690",6.2%
Tehama,2023,April,"26,730","25,310","1,420",5.3%
Tehama,2023,May,"27,170","25,800","1,370",5.1%
Tehama,2023,June,"27,170","25,630","1,540",5.7%
Tehama,2023,July,"26,950","25,420","1,530",5.7%
Tehama,2023,August,"27,680","26,100","1,580",5.7%
Tehama,2023,September,"27,990","26,580","1,410",5.0%
Tehama,2023,October,"28,160","26,750","1,410",5.0%
Tehama,2023,November,"27,290","25,880","1,420",5.2%
Tehama,2023,December,"27,150","25,610","1,550",5.7%
Tehama,2024,January,"26,990","25,250","1,740",6.4%
Tehama,2024,February,"27,210","25,340","1,860",6.8%
Tehama,2024,March,"27,330","25,540","1,780",6.5%
Tehama,2024,April,"26,910","25,350","1,560",5.8%
Tehama,2024,May,"26,810","25,370","1,430",5.3%
Tehama,2024,June,"27,200","25,540","1,650",6.1%
Tehama,2024,July,"26,620","24,780","1,840",6.9%
Tehama,2024,August,"27,090","25,270","1,820",6.7%
Tehama,2024,September,"27,560","25,940","1,620",5.9%
Tehama,2024,October,"27,700","26,080","1,620",5.8%
Tehama,2024,November,"26,880","25,230","1,650",6.1%
Tehama,2024,December,"26,720","25,040","1,680",6.3%
Trinity,2010,January,"5,260","4,180","1,080",20.6%
Trinity,2010,February,"5,330","4,230","1,110",20.8%
Trinity,2010,March,"5,370","4,310","1,060",19.7%
Trinity,2010,April,"5,350","4,380",980,18.2%
Trinity,2010,May,"5,440","4,570",870,15.9%
Trinity,2010,June,"5,650","4,790",860,15.2%
Trinity,2010,July,"5,620","4,770",850,15.1%
Trinity,2010,August,"5,650","4,840",810,14.3%
Trinity,2010,September,"5,490","4,690",800,14.6%
Trinity,2010,October,"5,380","4,550",830,15.4%
Trinity,2010,November,"5,430","4,460",970,17.9%
Trinity,2010,December,"5,220","4,240",980,18.7%
Trinity,2011,January,"5,270","4,180","1,090",20.6%
Trinity,2011,February,"5,230","4,190","1,040",19.9%
Trinity,2011,March,"5,230","4,180","1,050",20.0%
Trinity,2011,April,"5,230","4,300",940,17.9%
Trinity,2011,May,"5,360","4,480",880,16.4%
Trinity,2011,June,"5,640","4,760",880,15.5%
Trinity,2011,July,"5,500","4,670",830,15.1%
Trinity,2011,August,"5,610","4,790",820,14.6%
Trinity,2011,September,"5,510","4,720",790,14.2%
Trinity,2011,October,"5,380","4,580",800,14.9%
Trinity,2011,November,"5,280","4,480",800,15.2%
Trinity,2011,December,"5,130","4,290",840,16.4%
Trinity,2012,January,"5,150","4,190",970,18.8%
Trinity,2012,February,"5,200","4,220",980,18.8%
Trinity,2012,March,"5,210","4,270",950,18.2%
Trinity,2012,April,"5,100","4,240",870,17.0%
Trinity,2012,May,"5,250","4,480",760,14.6%
Trinity,2012,June,"5,520","4,750",770,14.0%
Trinity,2012,July,"5,540","4,770",770,13.9%
Trinity,2012,August,"5,570","4,860",710,12.7%
Trinity,2012,September,"5,480","4,850",630,11.6%
Trinity,2012,October,"5,370","4,730",640,11.8%
Trinity,2012,November,"5,230","4,590",640,12.3%
Trinity,2012,December,"5,170","4,490",690,13.3%
Trinity,2013,January,"5,160","4,350",810,15.7%
Trinity,2013,February,"5,080","4,310",780,15.2%
Trinity,2013,March,"5,030","4,310",730,14.4%
Trinity,2013,April,"5,050","4,390",660,13.0%
Trinity,2013,May,"5,270","4,700",570,10.9%
Trinity,2013,June,"5,450","4,840",610,11.2%
Trinity,2013,July,"5,360","4,770",600,11.1%
Trinity,2013,August,"5,470","4,900",570,10.4%
Trinity,2013,September,"5,260","4,730",530,10.1%
Trinity,2013,October,"5,110","4,570",540,10.6%
Trinity,2013,November,"4,980","4,430",550,11.1%
Trinity,2013,December,"4,920","4,370",540,11.1%
Trinity,2014,January,"4,900","4,280",620,12.7%
Trinity,2014,February,"4,930","4,290",630,12.8%
Trinity,2014,March,"4,950","4,320",630,12.8%
Trinity,2014,April,"5,160","4,610",550,10.6%
Trinity,2014,May,"5,280","4,830",450,8.5%
Trinity,2014,June,"5,450","5,000",450,8.2%
Trinity,2014,July,"5,420","4,950",460,8.6%
Trinity,2014,August,"5,510","5,070",440,8.0%
Trinity,2014,September,"5,350","4,950",400,7.4%
Trinity,2014,October,"5,170","4,760",410,7.9%
Trinity,2014,November,"5,000","4,570",440,8.7%
Trinity,2014,December,"4,900","4,450",460,9.3%
Trinity,2015,January,"4,940","4,420",520,10.5%
Trinity,2015,February,"4,960","4,460",490,9.9%
Trinity,2015,March,"4,950","4,470",480,9.7%
Trinity,2015,April,"5,000","4,560",430,8.6%
Trinity,2015,May,"5,220","4,840",380,7.4%
Trinity,2015,June,"5,370","5,000",370,6.9%
Trinity,2015,July,"5,370","4,990",380,7.1%
Trinity,2015,August,"5,480","5,130",340,6.3%
Trinity,2015,September,"5,310","4,990",310,5.9%
Trinity,2015,October,"5,130","4,800",330,6.4%
Trinity,2015,November,"5,030","4,660",370,7.3%
Trinity,2015,December,"4,960","4,560",400,8.0%
Trinity,2016,January,"5,550","5,060",490,8.9%
Trinity,2016,February,"5,640","5,160",480,8.4%
Trinity,2016,March,"5,760","5,280",480,8.4%
Trinity,2016,April,"5,600","5,200",410,7.2%
Trinity,2016,May,"5,720","5,390",330,5.8%
Trinity,2016,June,"5,900","5,540",350,6.0%
Trinity,2016,July,"5,850","5,490",360,6.2%
Trinity,2016,August,"6,010","5,670",350,5.8%
Trinity,2016,September,"5,870","5,550",320,5.5%
Trinity,2016,October,"5,760","5,440",320,5.6%
Trinity,2016,November,"5,570","5,210",350,6.3%
Trinity,2016,December,"5,490","5,130",360,6.6%
Trinity,2017,January,"5,450","5,020",430,7.9%
Trinity,2017,February,"5,580","5,150",430,7.7%
Trinity,2017,March,"5,500","5,090",410,7.5%
Trinity,2017,April,"5,400","5,050",350,6.5%
Trinity,2017,May,"5,600","5,300",290,5.2%
Trinity,2017,June,"5,790","5,470",320,5.4%
Trinity,2017,July,"5,710","5,400",320,5.6%
Trinity,2017,August,"5,860","5,550",300,5.2%
Trinity,2017,September,"5,660","5,400",260,4.5%
Trinity,2017,October,"5,540","5,290",250,4.5%
Trinity,2017,November,"5,370","5,100",270,5.0%
Trinity,2017,December,"5,270","4,960",300,5.8%
Trinity,2018,January,"5,260","4,920",330,6.4%
Trinity,2018,February,"5,360","4,970",390,7.2%
Trinity,2018,March,"5,320","4,940",390,7.2%
Trinity,2018,April,"5,360","5,040",320,6.0%
Trinity,2018,May,"5,490","5,230",270,4.8%
Trinity,2018,June,"5,650","5,360",290,5.2%
Trinity,2018,July,"5,640","5,370",270,4.7%
Trinity,2018,August,"5,730","5,480",250,4.4%
Trinity,2018,September,"5,590","5,350",240,4.3%
Trinity,2018,October,"5,540","5,290",250,4.5%
Trinity,2018,November,"5,450","5,190",260,4.7%
Trinity,2018,December,"5,320","5,030",290,5.4%
Trinity,2019,January,"5,360","4,990",380,7.0%
Trinity,2019,February,"5,330","4,950",380,7.1%
Trinity,2019,March,"5,330","4,940",380,7.2%
Trinity,2019,April,"5,360","5,060",300,5.5%
Trinity,2019,May,"5,490","5,260",230,4.3%
Trinity,2019,June,"5,650","5,390",260,4.7%
Trinity,2019,July,"5,620","5,360",260,4.7%
Trinity,2019,August,"5,640","5,400",250,4.3%
Trinity,2019,September,"5,480","5,270",210,3.9%
Trinity,2019,October,"5,440","5,200",240,4.4%
Trinity,2019,November,"5,290","5,030",260,4.9%
Trinity,2019,December,"5,170","4,900",270,5.2%
Trinity,2020,January,"5,210","4,870",340,6.5%
Trinity,2020,February,"5,250","4,900",350,6.6%
Trinity,2020,March,"5,330","4,830",510,9.5%
Trinity,2020,April,"5,020","4,410",610,12.1%
Trinity,2020,May,"4,960","4,470",490,9.9%
Trinity,2020,June,"5,320","4,880",440,8.3%
Trinity,2020,July,"5,370","4,970",400,7.5%
Trinity,2020,August,"5,490","5,160",340,6.1%
Trinity,2020,September,"5,430","5,110",320,6.0%
Trinity,2020,October,"5,310","5,010",300,5.7%
Trinity,2020,November,"5,180","4,860",320,6.2%
Trinity,2020,December,"5,110","4,730",380,7.4%
Trinity,2021,January,"5,080","4,680",400,7.9%
Trinity,2021,February,"5,070","4,660",410,8.1%
Trinity,2021,March,"5,150","4,750",400,7.7%
Trinity,2021,April,"5,230","4,870",360,6.8%
Trinity,2021,May,"5,460","5,150",310,5.6%
Trinity,2021,June,"5,560","5,230",340,6.0%
Trinity,2021,July,"5,420","5,100",320,5.9%
Trinity,2021,August,"5,520","5,210",310,5.7%
Trinity,2021,September,"5,400","5,140",260,4.9%
Trinity,2021,October,"5,420","5,160",260,4.9%
Trinity,2021,November,"5,240","4,980",260,4.9%
Trinity,2021,December,"5,130","4,880",250,4.9%
Trinity,2022,January,"5,170","4,860",310,6.0%
Trinity,2022,February,"5,160","4,850",300,5.9%
Trinity,2022,March,"5,260","4,990",270,5.1%
Trinity,2022,April,"4,990","4,780",220,4.4%
Trinity,2022,May,"5,120","4,940",190,3.6%
Trinity,2022,June,"5,400","5,180",220,4.1%
Trinity,2022,July,"5,400","5,180",220,4.1%
Trinity,2022,August,"5,440","5,220",220,4.0%
Trinity,2022,September,"5,340","5,140",200,3.7%
Trinity,2022,October,"5,230","5,010",220,4.3%
Trinity,2022,November,"5,190","4,940",260,4.9%
Trinity,2022,December,"5,080","4,820",260,5.1%
Trinity,2023,January,"5,130","4,770",360,6.9%
Trinity,2023,February,"5,210","4,860",350,6.7%
Trinity,2023,March,"5,140","4,800",340,6.6%
Trinity,2023,April,"5,110","4,830",280,5.4%
Trinity,2023,May,"5,190","4,940",250,4.9%
Trinity,2023,June,"5,450","5,170",270,5.0%
Trinity,2023,July,"5,400","5,130",270,5.0%
Trinity,2023,August,"5,410","5,120",290,5.3%
Trinity,2023,September,"5,290","5,020",270,5.0%
Trinity,2023,October,"5,230","4,970",270,5.1%
Trinity,2023,November,"5,270","5,010",270,5.0%
Trinity,2023,December,"5,150","4,860",290,5.7%
Trinity,2024,January,"5,240","4,870",370,7.0%
Trinity,2024,February,"5,360","4,980",380,7.0%
Trinity,2024,March,"5,430","5,070",360,6.6%
Trinity,2024,April,"5,320","5,020",310,5.8%
Trinity,2024,May,"5,450","5,190",260,4.8%
Trinity,2024,June,"5,600","5,300",300,5.3%
Trinity,2024,July,"5,600","5,280",320,5.6%
Trinity,2024,August,"5,610","5,300",310,5.5%
Trinity,2024,September,"5,410","5,140",270,5.0%
Trinity,2024,October,"5,370","5,080",280,5.3%
Trinity,2024,November,"5,320","5,030",290,5.4%
Trinity,2024,December,"5,300","4,990",300,5.7%
Tulare,2010,January,"203,400","165,000","38,300",18.9%
Tulare,2010,February,"203,200","163,800","39,400",19.4%
Tulare,2010,March,"199,600","160,200","39,400",19.7%
Tulare,2010,April,"203,200","168,300","34,900",17.2%
Tulare,2010,May,"207,600","174,900","32,700",15.8%
Tulare,2010,June,"206,400","173,300","33,200",16.1%
Tulare,2010,July,"201,700","166,600","35,100",17.4%
Tulare,2010,August,"204,400","171,000","33,400",16.3%
Tulare,2010,September,"202,700","170,400","32,300",15.9%
Tulare,2010,October,"203,000","169,800","33,100",16.3%
Tulare,2010,November,"204,200","169,300","34,900",17.1%
Tulare,2010,December,"201,100","164,200","37,000",18.4%
Tulare,2011,January,"202,200","163,300","38,800",19.2%
Tulare,2011,February,"201,800","163,400","38,400",19.0%
Tulare,2011,March,"198,600","160,400","38,100",19.2%
Tulare,2011,April,"201,400","167,000","34,500",17.1%
Tulare,2011,May,"206,500","174,300","32,300",15.6%
Tulare,2011,June,"206,200","172,500","33,600",16.3%
Tulare,2011,July,"203,700","168,800","34,900",17.1%
Tulare,2011,August,"203,700","170,200","33,500",16.4%
Tulare,2011,September,"205,900","173,500","32,400",15.7%
Tulare,2011,October,"202,300","169,800","32,600",16.1%
Tulare,2011,November,"200,100","168,000","32,100",16.0%
Tulare,2011,December,"200,000","164,900","35,100",17.5%
Tulare,2012,January,"202,800","166,000","36,900",18.2%
Tulare,2012,February,"203,300","166,500","36,800",18.1%
Tulare,2012,March,"200,500","164,300","36,300",18.1%
Tulare,2012,April,"199,500","166,300","33,200",16.6%
Tulare,2012,May,"206,500","175,500","31,000",15.0%
Tulare,2012,June,"203,900","171,600","32,300",15.8%
Tulare,2012,July,"200,700","167,800","33,000",16.4%
Tulare,2012,August,"200,000","168,700","31,300",15.7%
Tulare,2012,September,"201,200","172,000","29,100",14.5%
Tulare,2012,October,"197,600","167,900","29,700",15.0%
Tulare,2012,November,"195,900","166,600","29,300",15.0%
Tulare,2012,December,"197,400","165,400","32,000",16.2%
Tulare,2013,January,"203,200","168,300","34,900",17.2%
Tulare,2013,February,"204,000","170,900","33,100",16.2%
Tulare,2013,March,"199,900","167,700","32,300",16.1%
Tulare,2013,April,"204,200","175,300","28,900",14.2%
Tulare,2013,May,"204,800","177,800","27,000",13.2%
Tulare,2013,June,"205,400","176,600","28,700",14.0%
Tulare,2013,July,"200,500","171,700","28,800",14.4%
Tulare,2013,August,"201,000","173,300","27,600",13.7%
Tulare,2013,September,"197,700","171,500","26,200",13.2%
Tulare,2013,October,"195,700","168,900","26,800",13.7%
Tulare,2013,November,"195,800","169,100","26,700",13.7%
Tulare,2013,December,"195,300","167,400","27,900",14.3%
Tulare,2014,January,"199,200","168,000","31,200",15.7%
Tulare,2014,February,"199,100","167,900","31,200",15.7%
Tulare,2014,March,"198,800","167,200","31,500",15.9%
Tulare,2014,April,"199,700","172,800","26,900",13.5%
Tulare,2014,May,"200,700","176,300","24,500",12.2%
Tulare,2014,June,"199,200","174,200","24,900",12.5%
Tulare,2014,July,"198,600","172,700","25,900",13.1%
Tulare,2014,August,"197,700","173,000","24,700",12.5%
Tulare,2014,September,"197,300","174,600","22,700",11.5%
Tulare,2014,October,"193,900","170,700","23,200",12.0%
Tulare,2014,November,"196,600","172,500","24,100",12.2%
Tulare,2014,December,"196,800","171,700","25,100",12.8%
Tulare,2015,January,"202,400","174,400","28,000",13.8%
Tulare,2015,February,"202,500","175,300","27,200",13.4%
Tulare,2015,March,"201,000","174,000","27,000",13.4%
Tulare,2015,April,"205,100","181,500","23,600",11.5%
Tulare,2015,May,"207,100","184,900","22,200",10.7%
Tulare,2015,June,"204,100","181,200","22,900",11.2%
Tulare,2015,July,"205,200","181,800","23,500",11.4%
Tulare,2015,August,"202,400","180,600","21,800",10.8%
Tulare,2015,September,"200,600","180,300","20,300",10.1%
Tulare,2015,October,"196,500","175,500","21,100",10.7%
Tulare,2015,November,"199,800","178,000","21,800",10.9%
Tulare,2015,December,"199,300","175,700","23,600",11.8%
Tulare,2016,January,"205,000","179,000","26,000",12.7%
Tulare,2016,February,"206,600","180,900","25,700",12.4%
Tulare,2016,March,"205,400","179,200","26,100",12.7%
Tulare,2016,April,"209,300","186,400","22,900",10.9%
Tulare,2016,May,"208,200","188,300","20,000",9.6%
Tulare,2016,June,"207,000","185,200","21,800",10.5%
Tulare,2016,July,"206,000","183,500","22,500",10.9%
Tulare,2016,August,"205,000","183,300","21,700",10.6%
Tulare,2016,September,"204,500","183,500","21,000",10.3%
Tulare,2016,October,"201,200","179,600","21,700",10.8%
Tulare,2016,November,"201,600","179,900","21,700",10.8%
Tulare,2016,December,"203,100","179,400","23,700",11.7%
Tulare,2017,January,"204,900","178,900","26,000",12.7%
Tulare,2017,February,"207,700","181,400","26,200",12.6%
Tulare,2017,March,"206,200","180,600","25,600",12.4%
Tulare,2017,April,"212,600","190,700","21,900",10.3%
Tulare,2017,May,"213,400","193,900","19,400",9.1%
Tulare,2017,June,"210,700","190,100","20,600",9.8%
Tulare,2017,July,"205,300","184,300","21,000",10.2%
