property_sum,violent_sum,year,month,county,unemp. rate
144,6,2010,april,los angeles county,12.1%
54,2,2010,april,humboldt county,10.8%
23,2,2010,april,san luis obispo county,10.0%
19,4,2010,april,los angeles county,12.1%
27,14,2010,april,kern county,16.1%
67,2,2010,april,san luis obispo county,10.0%
1,5,2010,april,san luis obispo county,10.0%
4,3,2010,april,san mateo county,8.4%
101,6,2010,april,merced county,18.7%
35,9,2010,april,placer county,11.6%
4,1,2010,april,los angeles county,12.1%
2,2,2010,april,kings county,16.4%
131,25,2010,april,los angeles county,12.1%
1258,180,2010,april,kern county,16.1%
160,14,2010,april,los angeles county,12.1%
42,14,2010,april,riverside county,13.5%
67,15,2010,april,san bernardino county,13.3%
1,0,2010,april,san mateo county,8.4%
5,0,2010,april,kern county,16.1%
64,3,2010,april,riverside county,13.5%
42,17,2010,april,los angeles county,12.1%
88,22,2010,april,los angeles county,12.1%
130,43,2010,april,los angeles county,12.1%
49,4,2010,april,san mateo county,8.4%
46,7,2010,april,solano county,12.5%
449,50,2010,april,alameda county,11.0%
81,5,2010,april,los angeles county,12.1%
17,1,2010,april,san bernardino county,13.3%
1,0,2010,april,butte county,13.9%
6,2,2010,april,inyo county,9.6%
40,3,2010,april,riverside county,13.5%
0,0,2010,april,los angeles county,12.1%
81,4,2010,april,imperial county,28.5%
132,11,2010,april,orange county,9.7%
97,9,2010,april,contra costa county,10.9%
7,0,2010,april,san mateo county,8.4%
11,1,2010,april,san mateo county,8.4%
0,2,2010,april,santa barbara county,9.2%
151,16,2010,april,orange county,9.7%
235,14,2010,april,los angeles county,12.1%
53,8,2010,april,san mateo county,8.4%
94,8,2010,april,butte county,13.9%
11,0,2010,april,alameda county,11.0%
0,0,2010,april,alpine county,14.9%
2,0,2010,april,amador county,14.2%
18,0,2010,april,butte county,13.9%
5,0,2010,april,calaveras county,14.7%
3,0,2010,april,colusa county,21.3%
65,0,2010,april,contra costa county,10.9%
4,0,2010,april,del norte county,13.2%
20,0,2010,april,el dorado county,12.2%
23,0,2010,april,fresno county,17.0%
5,0,2010,april,glenn county,15.5%
12,0,2010,april,humboldt county,10.8%
7,0,2010,april,imperial county,28.5%
1,0,2010,april,inyo county,9.6%
27,0,2010,april,kern county,16.1%
4,0,2010,april,kings county,16.4%
11,0,2010,april,lake county,15.5%
0,0,2010,april,lassen county,14.8%
40,0,2010,april,los angeles county,12.1%
23,0,2010,april,madera county,17.9%
1,0,2010,april,mariposa county,13.2%
6,0,2010,april,mendocino county,12.2%
30,0,2010,april,merced county,18.7%
1,0,2010,april,modoc county,15.8%
0,0,2010,april,mono county,8.4%
20,0,2010,april,monterey county,12.3%
2,0,2010,april,napa county,10.6%
4,0,2010,april,nevada county,11.6%
2,0,2010,april,orange county,9.7%
5,0,2010,april,placer county,11.6%
5,0,2010,april,plumas county,20.5%
10,0,2010,april,riverside county,13.5%
341,0,2010,april,sacramento county,12.4%
1,0,2010,april,san benito county,15.8%
5,0,2010,april,san bernardino county,13.3%
7,1,2010,april,san diego county,10.6%
0,0,2010,april,san francisco county,8.9%
59,0,2010,april,san joaquin county,17.0%
5,0,2010,april,san luis obispo county,10.0%
0,0,2010,april,san mateo county,8.4%
7,0,2010,april,santa barbara county,9.2%
2,0,2010,april,santa clara county,10.6%
31,0,2010,april,santa cruz county,14.1%
6,0,2010,april,shasta county,17.1%
0,0,2010,april,sierra county,16.5%
0,0,2010,april,siskiyou county,16.8%
2,0,2010,april,solano county,12.5%
16,0,2010,april,sonoma county,10.9%
47,0,2010,april,stanislaus county,17.5%
2,0,2010,april,sutter county,19.4%
16,0,2010,april,tehama county,16.0%
1,0,2010,april,trinity county,18.2%
57,0,2010,april,tulare county,17.2%
3,0,2010,april,tuolumne county,15.9%
4,0,2010,april,ventura county,10.4%
6,0,2010,april,yolo county,12.0%
14,0,2010,april,yuba county,18.0%
2,0,2010,april,sacramento county,12.4%
19,1,2010,april,los angeles county,12.1%
21,1,2010,april,san luis obispo county,10.0%
17,3,2010,april,los angeles county,12.1%
56,5,2010,april,calaveras county,14.7%
0,0,2010,april,calaveras county,14.7%
104,6,2010,april,imperial county,28.5%
30,6,2010,april,kern county,16.1%
9,1,2010,april,riverside county,13.5%
4,1,2010,april,imperial county,28.5%
5,1,2010,april,napa county,10.6%
77,3,2010,april,ventura county,10.4%
98,6,2010,april,santa clara county,10.6%
13,1,2010,april,riverside county,13.5%
0,0,2010,april,sacramento county,12.4%
70,11,2010,april,santa cruz county,14.1%
163,18,2010,april,san diego county,10.6%
11,4,2010,april,monterey county,12.3%
12,2,2010,april,santa barbara county,9.2%
177,54,2010,april,los angeles county,12.1%
114,18,2010,april,riverside county,13.5%
157,7,2010,april,stanislaus county,17.5%
129,11,2010,april,los angeles county,12.1%
6,0,2010,april,ventura county,10.4%
179,26,2010,april,butte county,13.9%
125,25,2010,april,san bernardino county,13.3%
90,4,2010,april,san bernardino county,13.3%
30,8,2010,april,madera county,17.9%
482,43,2010,april,san diego county,10.6%
316,23,2010,april,sacramento county,12.4%
67,4,2010,april,los angeles county,12.1%
9,0,2010,april,contra costa county,10.9%
30,7,2010,april,lake county,15.5%
19,1,2010,april,sonoma county,10.9%
251,15,2010,april,fresno county,17.0%
118,7,2010,april,riverside county,13.5%
39,11,2010,april,fresno county,17.0%
0,1,2010,april,fresno county,17.0%
11,0,2010,april,tulare county,17.2%
10,0,2010,april,san mateo county,8.4%
0,0,2010,april,san diego county,10.6%
111,15,2010,april,san bernardino county,13.3%
7,1,2010,april,colusa county,21.3%
15,1,2010,april,colusa county,21.3%
79,15,2010,april,los angeles county,12.1%
199,107,2010,april,los angeles county,12.1%
271,69,2010,april,contra costa county,10.9%
91,5,2010,april,contra costa county,10.9%
238,33,2010,april,contra costa county,10.9%
19,1,2010,april,contra costa county,10.9%
10,1,2010,april,contra costa county,10.9%
36,6,2010,april,kings county,16.4%
18,1,2010,april,tehama county,16.0%
341,18,2010,april,riverside county,13.5%
46,4,2010,april,san diego county,10.6%
283,20,2010,april,orange county,9.7%
4,4,2010,april,sonoma county,10.9%
138,17,2010,april,los angeles county,12.1%
13,4,2010,april,del norte county,13.2%
8,1,2010,april,kern county,16.1%
5,0,2010,april,ventura county,10.4%
25,1,2010,april,butte county,13.9%
5,1,2010,april,los angeles county,12.1%
12,0,2010,april,alameda county,11.0%
26,2,2010,april,fresno county,17.0%
37,0,2010,april,orange county,9.7%
9,1,2010,april,humboldt county,10.8%
33,1,2010,april,los angeles county,12.1%
15,0,2010,april,los angeles county,12.1%
12,2,2010,april,monterey county,12.3%
27,3,2010,april,los angeles county,12.1%
12,0,2010,april,sacramento county,12.4%
6,0,2010,april,san bernardino county,13.3%
71,3,2010,april,san diego county,10.6%
27,3,2010,april,san francisco county,8.9%
35,4,2010,april,santa clara county,10.6%
4,0,2010,april,san diego county,10.6%
9,0,2010,april,sonoma county,10.9%
7,0,2010,april,stanislaus county,17.5%
49,19,2010,april,los angeles county,12.1%
1,0,2010,april,san luis obispo county,10.0%
141,16,2010,april,los angeles county,12.1%
93,2,2010,april,santa clara county,10.6%
55,2,2010,april,orange county,9.7%
156,28,2010,april,san mateo county,8.4%
45,6,2010,april,orange county,9.7%
50,6,2010,april,contra costa county,10.9%
130,12,2010,april,yolo county,12.0%
10,1,2010,april,san diego county,10.6%
16,4,2010,april,del norte county,13.2%
1,0,2010,april,monterey county,12.3%
142,27,2010,april,kern county,16.1%
141,30,2010,april,riverside county,13.5%
75,2,2010,april,los angeles county,12.1%
97,13,2010,april,tulare county,17.2%
31,6,2010,april,solano county,12.5%
1,0,2010,april,siskiyou county,16.8%
10,5,2010,april,merced county,18.7%
321,32,2010,april,los angeles county,12.1%
48,6,2010,april,los angeles county,12.1%
73,3,2010,april,alameda county,11.0%
3,0,2010,april,siskiyou county,16.8%
89,25,2010,april,san mateo county,8.4%
206,25,2010,april,san diego county,10.6%
12,0,2010,april,los angeles county,12.1%
193,14,2010,april,imperial county,28.5%
76,7,2010,april,contra costa county,10.9%
163,22,2010,april,el dorado county,12.2%
260,36,2010,april,los angeles county,12.1%
37,3,2010,april,los angeles county,12.1%
271,36,2010,april,sacramento county,12.4%
73,17,2010,april,alameda county,11.0%
99,14,2010,april,san diego county,10.6%
13,1,2010,april,san joaquin county,17.0%
298,55,2010,april,san diego county,10.6%
0,0,2010,april,siskiyou county,16.8%
117,27,2010,april,humboldt county,10.8%
22,1,2010,april,tulare county,17.2%
283,43,2010,april,solano county,12.5%
3,0,2010,april,orange county,9.7%
20,3,2010,april,tulare county,17.2%
0,0,2010,april,humboldt county,10.8%
20,4,2010,april,ventura county,10.4%
14,0,2010,april,fresno county,17.0%
144,8,2010,april,sacramento county,12.4%
295,55,2010,april,san bernardino county,13.3%
11,7,2010,april,san bernardino county,13.3%
2,0,2010,april,santa clara county,10.6%
17,3,2010,april,mendocino county,12.2%
2,0,2010,april,siskiyou county,16.8%
40,3,2010,april,humboldt county,10.8%
23,2,2010,april,san mateo county,8.4%
127,8,2010,april,orange county,9.7%
0,0,2010,april,merced county,18.7%
15,1,2010,april,fresno county,17.0%
295,47,2010,april,alameda county,11.0%
1926,240,2010,april,fresno county,17.0%
378,55,2010,april,fresno county,17.0%
367,46,2010,april,orange county,9.7%
34,3,2010,april,sacramento county,12.4%
303,32,2010,april,orange county,9.7%
138,32,2010,april,los angeles county,12.1%
141,24,2010,april,santa clara county,10.6%
289,18,2010,april,los angeles county,12.1%
101,5,2010,april,los angeles county,12.1%
25,3,2010,april,glenn county,15.5%
3,0,2010,april,sacramento county,12.4%
47,7,2010,april,santa barbara county,9.2%
9,3,2010,april,monterey county,12.3%
22,5,2010,april,san bernardino county,13.3%
41,9,2010,april,nevada county,11.6%
30,5,2010,april,monterey county,12.3%
23,4,2010,april,butte county,13.9%
28,5,2010,april,san luis obispo county,10.0%
8,0,2010,april,santa barbara county,9.2%
13,0,2010,april,merced county,18.7%
27,0,2010,april,san mateo county,8.4%
154,16,2010,april,kings county,16.4%
17,5,2010,april,los angeles county,12.1%
192,61,2010,april,los angeles county,12.1%
344,46,2010,april,alameda county,11.0%
27,2,2010,april,sonoma county,10.9%
221,30,2010,april,riverside county,13.5%
21,4,2010,april,contra costa county,10.9%
46,2,2010,april,los angeles county,12.1%
157,21,2010,april,san bernardino county,13.3%
1,0,2010,april,los angeles county,12.1%
129,25,2010,april,san bernardino county,13.3%
10,0,2010,april,san mateo county,8.4%
76,11,2010,april,san benito county,15.8%
0,0,2010,april,san benito county,15.8%
12,0,2010,april,stanislaus county,17.5%
116,15,2010,april,humboldt county,10.8%
0,0,2010,april,ventura county,10.4%
385,36,2010,april,orange county,9.7%
160,49,2010,april,los angeles county,12.1%
11,6,2010,april,fresno county,17.0%
5,0,2010,april,imperial county,28.5%
39,3,2010,april,san diego county,10.6%
36,12,2010,april,imperial county,28.5%
7,0,2010,april,riverside county,13.5%
253,35,2010,april,riverside county,13.5%
131,8,2010,april,los angeles county,12.1%
267,64,2010,april,los angeles county,12.1%
0,0,2010,april,riverside county,13.5%
4,4,2010,april,inyo county,9.6%
11,1,2010,april,amador county,14.2%
205,10,2010,april,orange county,9.7%
13,2,2010,april,los angeles county,12.1%
1,0,2010,april,sacramento county,12.4%
14,1,2010,april,amador county,14.2%
10,0,2010,april,contra costa county,10.9%
77,5,2010,april,fresno county,17.0%
829,145,2010,april,kern county,16.1%
14,3,2010,april,monterey county,12.3%
76,9,2010,april,kings county,16.4%
32,2,2010,april,fresno county,17.0%
13,2,2010,april,los angeles county,12.1%
123,14,2010,april,orange county,9.7%
3,0,2010,april,los angeles county,12.1%
174,11,2010,april,san diego county,10.6%
64,11,2010,april,los angeles county,12.1%
20,1,2010,april,orange county,9.7%
27,14,2010,april,los angeles county,12.1%
116,3,2010,april,riverside county,13.5%
55,4,2010,april,los angeles county,12.1%
52,0,2010,april,contra costa county,10.9%
38,10,2010,april,orange county,9.7%
43,1,2010,april,orange county,9.7%
56,3,2010,april,orange county,9.7%
12,0,2010,april,orange county,9.7%
75,18,2010,april,lake county,15.5%
134,13,2010,april,riverside county,13.5%
90,6,2010,april,orange county,9.7%
0,0,2010,april,siskiyou county,16.8%
13,1,2010,april,lake county,15.5%
138,29,2010,april,los angeles county,12.1%
256,58,2010,april,los angeles county,12.1%
0,0,2010,april,los angeles county,12.1%
9,1,2010,april,lassen county,14.8%
40,22,2010,april,los angeles county,12.1%
44,15,2010,april,san diego county,10.6%
61,12,2010,april,kings county,16.4%
28,4,2010,april,placer county,11.6%
19,5,2010,april,tulare county,17.2%
156,26,2010,april,alameda county,11.0%
28,5,2010,april,merced county,18.7%
157,24,2010,april,san joaquin county,17.0%
53,0,2010,april,san bernardino county,13.3%
28,6,2010,april,los angeles county,12.1%
89,24,2010,april,santa barbara county,9.2%
952,272,2010,april,los angeles county,12.1%
24,0,2010,april,orange county,9.7%
25,0,2010,april,santa clara county,10.6%
3,0,2010,april,santa clara county,10.6%
7528,1849,2010,april,los angeles county,12.1%
1387,502,2010,april,los angeles county,12.1%
48,41,2010,april,los angeles county,12.1%
89,11,2010,april,merced county,18.7%
43,4,2010,april,santa clara county,10.6%
103,38,2010,april,los angeles county,12.1%
113,29,2010,april,madera county,17.9%
95,13,2010,april,madera county,17.9%
22,2,2010,april,los angeles county,12.1%
14,4,2010,april,mono county,8.4%
62,1,2010,april,los angeles county,12.1%
149,28,2010,april,san joaquin county,17.0%
50,9,2010,april,monterey county,12.3%
24,4,2010,april,mariposa county,13.2%
64,4,2010,april,contra costa county,10.9%
28,4,2010,april,yuba county,18.0%
53,16,2010,april,los angeles county,12.1%
21,2,2010,april,kern county,16.1%
49,23,2010,april,mendocino county,12.2%
2,0,2010,april,mendocino county,12.2%
34,8,2010,april,fresno county,17.0%
143,6,2010,april,riverside county,13.5%
40,2,2010,april,san mateo county,8.4%
215,34,2010,april,merced county,18.7%
196,39,2010,april,merced county,18.7%
4,0,2010,april,los angeles county,12.1%
27,4,2010,april,san mateo county,8.4%
181,8,2010,april,santa clara county,10.6%
80,4,2010,april,orange county,9.7%
745,112,2010,april,stanislaus county,17.5%
5,2,2010,april,modoc county,15.8%
3,0,2010,april,mono county,8.4%
109,9,2010,april,los angeles county,12.1%
1,0,2010,april,siskiyou county,16.8%
141,9,2010,april,san bernardino county,13.3%
4,1,2010,april,santa clara county,10.6%
168,20,2010,april,los angeles county,12.1%
89,11,2010,april,monterey county,12.3%
1,0,2010,april,monterey county,12.3%
102,17,2010,april,monterey county,12.3%
1,0,2010,april,monterey county,12.3%
77,8,2010,april,los angeles county,12.1%
26,5,2010,april,ventura county,10.4%
28,2,2010,april,contra costa county,10.9%
417,70,2010,april,riverside county,13.5%
61,7,2010,april,santa clara county,10.6%
18,4,2010,april,san luis obispo county,10.0%
4,0,2010,april,siskiyou county,16.8%
107,9,2010,april,santa clara county,10.6%
120,9,2010,april,riverside county,13.5%
141,29,2010,april,napa county,10.6%
27,5,2010,april,napa county,10.6%
2,33,2010,april,napa county,10.6%
153,31,2010,april,san diego county,10.6%
23,3,2010,april,san bernardino county,13.3%
8,3,2010,april,nevada county,11.6%
30,13,2010,april,nevada county,11.6%
133,19,2010,april,alameda county,11.0%
31,3,2010,april,stanislaus county,17.5%
158,16,2010,april,orange county,9.7%
57,10,2010,april,riverside county,13.5%
2,0,2010,april,butte county,13.9%
0,0,2010,april,humboldt county,10.8%
185,37,2010,april,los angeles county,12.1%
80,4,2010,april,stanislaus county,17.5%
1356,421,2010,april,alameda county,11.0%
51,6,2010,april,contra costa county,10.9%
4,0,2010,april,san luis obispo county,10.0%
329,60,2010,april,san diego county,10.6%
0,0,2010,april,san diego county,10.6%
12,0,2010,april,ventura county,10.4%
385,49,2010,april,san bernardino county,13.3%
225,20,2010,april,orange county,9.7%
101,15,2010,april,orange county,9.7%
9,0,2010,april,orange county,9.7%
16,0,2010,april,contra costa county,10.9%
28,2,2010,april,glenn county,15.5%
82,37,2010,april,butte county,13.9%
373,60,2010,april,ventura county,10.4%
32,1,2010,april,monterey county,12.3%
84,7,2010,april,san mateo county,8.4%
176,7,2010,april,riverside county,13.5%
178,32,2010,april,riverside county,13.5%
272,56,2010,april,los angeles county,12.1%
112,5,2010,april,santa clara county,10.6%
5,0,2010,april,los angeles county,12.1%
40,8,2010,april,butte county,13.9%
126,25,2010,april,los angeles county,12.1%
34,16,2010,april,fresno county,17.0%
295,37,2010,april,los angeles county,12.1%
10,0,2010,april,los angeles county,12.1%
77,8,2010,april,san luis obispo county,10.0%
53,1,2010,april,stanislaus county,17.5%
2,54,2010,april,san bernardino county,13.3%
136,20,2010,april,riverside county,13.5%
66,11,2010,april,sonoma county,10.9%
127,12,2010,april,los angeles county,12.1%
20,1,2010,april,alameda county,11.0%
54,5,2010,april,contra costa county,10.9%
34,2,2010,april,san luis obispo county,10.0%
167,12,2010,april,contra costa county,10.9%
67,3,2010,april,orange county,9.7%
142,19,2010,april,placer county,11.6%
31,5,2010,april,el dorado county,12.2%
103,7,2010,april,contra costa county,10.9%
107,3,2010,april,alameda county,11.0%
